SeniorCitizen,tenure,MonthlyCharges,TotalCharges,Churn,gender_Male,Partner_Yes,Dependents_Yes,PhoneService_Yes,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaperlessBilling_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
0,-0.7098325790615434,-1.506736824831314,-0.8871543302013886,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1
0,1.368109446030281,-0.3434254691935881,0.5952374305651029,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0
1,-0.8320644628904743,-1.1743621517919638,-0.8390648355812851,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
0,1.0421577558197987,-1.506736824831314,-0.5505278678606644,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0
0,-1.1987601143772668,-1.506736824831314,-0.9842156954896707,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1
1,0.4309983366751445,-0.310188001889653,0.026104879556539225,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0
0,-0.9542963467194051,0.5207486807087227,-0.7190616930430453,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0,-1.1987601143772668,-1.4734993575273791,-0.9758331230329554,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1
0,-0.42462485012737144,0.1551365403654374,-0.34625781273123424,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0
0,0.3087664528462136,1.3849228306110335,0.8361260916896578,0,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0
0,1.4495973685829016,-1.3073120210077038,-0.20375408096707448,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0
0,0.8791819107145575,1.3184478960031634,1.3214329181310687,1,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0
0,0.7162060656093164,0.4875112134047877,0.7681831359878603,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,1
0,-1.2802480369298874,-0.310188001889653,-0.9828921314175577,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
0,1.6125732136881425,0.7866484191402029,1.8693884439858255,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0
0,0.3087664528462136,-1.4734993575273791,-0.6303829002114784,0,1,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0
0,1.6125732136881425,1.7505349709543188,2.658232630965137,0,0,1,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0
0,-1.076528230548336,-1.4734993575273791,-0.9590679781195248,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1
0,-1.1172721918246462,-1.506736824831314,-0.9665681745281649,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0
0,0.6347181430566958,0.18837400766937243,0.5017055694691219,0,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,1,0,0
0,-1.2802480369298874,0.9528357556598781,-0.9661269865041272,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
0,1.2866215234776603,0.022186671149697273,0.7875954090455166,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
0,-0.6283446565089229,-1.4734993575273791,-0.8584771086389416,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0
0,0.3087664528462136,0.5207486807087227,0.39052618741163503,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0
0,0.3495104141225239,-0.9749373479683536,-0.3841999827984718,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
1,0.7569500268856267,0.4875112134047877,0.7461237347859779,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0,0.3495104141225239,0.5207486807087227,0.5100881419258372,0,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,-1.2802480369298874,-0.47637533840932816,-0.985098071537746,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,-1.2395040756535771,-1.4734993575273791,-0.9886275757300471,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1
0,1.4495973685829016,0.4875112134047877,1.4021703265299579,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
0,-0.3431369275747509,-1.340549488311639,-0.7552391110141323,0,0,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1
0,1.5310852911355222,0.42103627879691763,1.4184942834193508,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0
0,-1.1987601143772668,-1.1743621517919638,-0.9648034224320142,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
0,-1.2395040756535771,-0.6758001422329384,-0.9581856020714495,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-1.1987601143772668,-1.1743621517919638,-0.9656857984800895,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,-1.0357842692720256,0.32132387688511255,-0.7772985122160146,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0
0,-0.791320501614164,0.22161147497330744,-0.5999409265528808,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
0,-1.0357842692720256,-1.4734993575273791,-0.9449499613503202,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1
0,-0.8320644628904743,-0.276950534585718,-0.7300913936439865,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
0,0.8384379494382472,1.3516853633070984,1.4529069492942872,0,1,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,1,0
0,-0.8320644628904743,0.9860732229638132,-0.5456747995962503,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
0,1.24587756220135,-1.506736824831314,-0.4578783828127587,0,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1
0,-0.7098325790615434,0.6536985499244629,-0.4393484858031776,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
0,0.1457906077409725,-0.3766629364975231,-0.15169389413063222,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1,-1.1580161531009565,-1.1743621517919638,-0.9550972859031861,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
0,-0.3431369275747509,-1.506736824831314,-0.8077404858746122,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1
0,1.1643896396487294,-0.7090376095368733,0.182285440065866,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0
0,-0.6690886177852331,-0.310188001889653,-0.6211179517066878,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1.3273654847539706,-1.506736824831314,-0.4481722462839305,0,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0
0,-0.26164900502213034,-1.506736824831314,-0.789210588865031,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0
0,-0.6690886177852331,-0.5096128057132632,-0.654648241533549,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
0,0.8791819107145575,1.3849228306110335,1.535409109789327,1,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0
0,-1.2802480369298874,-1.4734993575273791,-0.9983337122588753,1,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1
0,-1.1172721918246462,-1.4734993575273791,-0.9603915421916378,0,1,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1
0,-0.5468567339563023,-0.8419874787526135,-0.6939139756728995,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
0,-0.9135523854430948,-0.3434254691935881,-0.7565626750862452,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
0,-0.38388088885106114,0.6204610826205278,-0.16890022706810043,1,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0
0,-1.1987601143772668,-0.310188001889653,-0.9370085769176425,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,1.6125732136881425,1.5511101671307086,2.5276409758499936,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0
1,-0.9135523854430948,0.7201734845323329,-0.6295005241634031,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
0,-0.9135523854430948,-0.310188001889653,-0.7640628714948853,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1
0,-0.8728084241667845,-1.4734993575273791,-0.9259788763167014,0,1,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1
1,0.18653456901728277,1.3849228306110335,0.7823011527570649,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
0,-0.6283446565089229,-0.07752573076210782,-0.523615398394368,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1
0,0.1457906077409725,1.3184478960031634,0.6181792078150605,0,0,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0
1,-0.6283446565089229,1.2187354940913584,-0.23419605462567206,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0
1,1.368109446030281,1.5178726998267735,2.1738081805718013,0,0,1,1,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,1,1,0,0
0,1.1643896396487294,0.6536985499244629,1.3152562857945416,0,1,1,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0
0,-0.42462485012737144,0.9528357556598781,-0.05551490489042533,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1
0,-1.2802480369298874,-1.340549488311639,-0.9965689601627248,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,-1.076528230548336,0.18837400766937243,-0.8161230583313275,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,-0.05792919864057891,0.45427374610085264,0.06713536579204032,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0
0,1.4495973685829016,0.6869360172283978,1.4665837780394542,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,0
0,0.06430268518835193,0.7534109518362679,0.26081690834456706,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
0,0.797693988161937,0.6869360172283978,0.9486290378192576,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
0,-0.9135523854430948,0.8863608210520081,-0.5818522175673373,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0
0,-0.13941712119319946,0.18837400766937243,-0.13625231328931459,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,1.6125732136881425,-1.4734993575273791,-0.36302295764466475,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0
0,0.5939741817803856,-1.4734993575273791,-0.5875876618798267,0,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1
0,-0.3431369275747509,0.32132387688511255,-0.20375408096707448,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1
0,1.3273654847539706,-1.340549488311639,-0.3012566342793943,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0
0,-1.1580161531009565,1.1854980267874233,-0.8311234511486074,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1
1,-0.8320644628904743,1.2187354940913584,-0.46979045946177517,1,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0
0,-1.2802480369298874,0.5539861480126578,-0.9714212427925789,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,0.02355872391204165,0.12189907306150236,-0.049338272553898284,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0.06430268518835193,1.3516853633070984,0.5961198066131782,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0
0,-0.7505765403378537,-1.4734993575273791,-0.8783305697206356,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1
0,-1.1580161531009565,0.4875112134047877,-0.8673008691196944,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
0,-0.791320501614164,-1.4734993575273791,-0.9109784834994215,0,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1
0,1.3273654847539706,0.4875112134047877,1.2301069971552758,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0
0,-0.38388088885106114,-0.24371306728178296,-0.37934691453405767,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
0,0.9199258719908678,-0.21047559997784793,0.3464073850078704,0,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0
0,0.6754621043330061,0.9860732229638132,1.0620143599969327,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0
0,1.1236456783724194,1.2519729613952935,1.7092371912601596,0,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0
0,1.4903413298592119,-1.4734993575273791,-0.3709643420773424,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0
0,0.3087664528462136,0.6536985499244629,0.47920498024320196,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
0,1.4088534073065913,0.1551365403654374,1.0536317875402175,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,1,0,0
1,0.10504664646466222,1.0193106902677482,0.5255297227671548,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
0,-0.5468567339563023,1.1854980267874233,-0.1799299276690416,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0
0,-0.791320501614164,-1.4734993575273791,-0.8871543302013886,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1
0,0.3495104141225239,0.7866484191402029,0.6009728748775923,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0,-1.1580161531009565,-0.9749373479683536,-0.947597089494546,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,-0.3431369275747509,-0.310188001889653,-0.4252304690339729,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0,-1.1172721918246462,-0.47637533840932816,-0.9061254152350073,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0
0,-1.1172721918246462,-0.011050796154237758,-0.8439179038456992,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
0,-1.2802480369298874,0.1551365403654374,-0.9767154990810307,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0,1.6125732136881425,0.5207486807087227,1.5137908966114824,0,0,1,1,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0
0,-0.3431369275747509,-0.5096128057132632,-0.4631726391012105,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
0,0.3902543753988342,0.6536985499244629,0.5683249610988065,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0
0,-1.1580161531009565,-1.4734993575273791,-0.9705388667445036,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1
0,1.4495973685829016,1.7505349709543188,2.5377883004028594,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,1,0,0
0,0.02355872391204165,-1.4734993575273791,-0.7517096068218311,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1
1,-1.2802480369298874,0.1551365403654374,-0.9767154990810307,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,-0.05792919864057891,1.2852104286992283,0.3455250089597951,1,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,1,0
0,-1.1580161531009565,0.42103627879691763,-0.8725951254081462,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1.4903413298592119,1.4846352325228385,2.3608719027637632,0,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0
1,0.22727853029359305,0.9860732229638132,0.6045023790698935,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
0,-1.1987601143772668,0.5207486807087227,-0.9008311589465555,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0
0,0.6347181430566958,0.4875112134047877,0.7002401802860627,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0
0,-0.7098325790615434,-1.3073120210077038,-0.8364177074370592,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1
0,-0.3023929662984406,-1.506736824831314,-0.7746513840717887,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0
1,-1.2802480369298874,0.45427374610085264,-0.9727448068646919,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,0.6347181430566958,-0.6758001422329384,-0.07889787016442058,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
0,-1.2802480369298874,-1.4734993575273791,-0.9983337122588753,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1
0,-1.2802480369298874,-1.506736824831314,-0.998774900282913,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
0,0.18653456901728277,0.5207486807087227,0.32478917183002576,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0
1,1.368109446030281,1.4181602979149686,2.1036592847498157,0,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0
0,-0.26164900502213034,-0.5760877403211333,-0.48214372413482925,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0
0,1.24587756220135,0.18837400766937243,0.9552468581798222,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0
0,-0.9135523854430948,-1.1743621517919638,-0.8946545266100285,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,-1.2395040756535771,0.18837400766937243,-0.9427440212301319,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
1,-0.5876006952326126,-0.1772381326739129,-0.561116380437568,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
0,1.2866215234776603,-1.3073120210077038,-0.2509611995391026,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1
1,-0.9542963467194051,0.6536985499244629,-0.6709721984229419,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
0,-0.18016108246950976,-1.4734993575273791,-0.7711218798794875,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1
0,-1.2802480369298874,0.35456134418904756,-0.9740683709368049,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0,-1.1580161531009565,0.6869360172283978,-0.8580359206149039,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
1,0.22727853029359305,0.18837400766937243,0.0944890232823744,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0
0,1.368109446030281,1.0193106902677482,1.7604150020485267,0,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0
0,-1.2802480369298874,0.18837400766937243,-0.976274311056993,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,-0.5876006952326126,-0.47637533840932816,-0.6065587469134455,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
1,0.7569500268856267,1.0857856248756181,1.1603992893573278,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0
0,-1.2802480369298874,-0.6093252076250683,-0.9868628236338965,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,-0.8320644628904743,-1.506736824831314,-0.9136256116436473,0,1,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0
0,0.3495104141225239,1.3849228306110335,0.953040918059634,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0
0,-0.8320644628904743,-1.3073120210077038,-0.8677420571437321,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
0,0.9199258719908678,-1.4734993575273791,-0.531115594803008,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1
0,-1.0357842692720256,0.35456134418904756,-0.7583274271823959,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,-0.8320644628904743,0.819885886444138,-0.5240565864184057,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0
0,1.4495973685829016,0.7866484191402029,1.7110019433563104,0,0,1,1,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0
1,-1.1172721918246462,0.6204610826205278,-0.8103876140188381,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
1,0.6754621043330061,-0.7090376095368733,-0.07801549411634529,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0.3087664528462136,-0.07752573076210782,0.10066565561890145,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0
0,-0.6690886177852331,-1.4734993575273791,-0.8668596810956568,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
0,-0.9135523854430948,0.32132387688511255,-0.6493539852450972,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0,1.6125732136881425,1.2187354940913584,2.2236624272880556,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,1,0
1,-1.2395040756535771,0.6536985499244629,-0.9250965002686261,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
0,-0.38388088885106114,-1.4734993575273791,-0.8068581098265369,0,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1
1,1.5718292524118322,1.3516853633070984,2.3110176560475093,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,1,0
0,-0.8728084241667845,1.1522605594834883,-0.5412629193558739,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0
0,-1.2802480369298874,-0.6758001422329384,-0.9877451996819718,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
